BENG 130,,DI,A02,F,8:00a-8:50a,CENTR,217A,Coleman, Todd Prentice             
BENG 130,,DI,A03,F,6:00p-6:50p,YORK,3000A,Coleman, Todd Prentice             
BENG 130,,DI,A04,M,12:00p-12:50p,HSS,1315,Coleman, Todd Prentice             
BENG 130,,DI,A05,Th,8:00a-8:50a,HSS,2150,Coleman, Todd Prentice             
BENG 130,,DI,A06,Th,3:00p-3:50p,HSS,2154,Coleman, Todd Prentice             
BENG 139B,6538,LE,A00,F,6:00p-6:50p,PFBH,226,Wheeler, Bruce Christopher         
BENG 139B,,LA,A01,F,7:00p-8:50p,PFBH,108,Wheeler, Bruce Christopher         
BENG 140A,,LE,A00,TuTh,9:30a-10:50a,TBA,TBA,Silva, Gabriel                     
BENG 140A,999242,DI,A01,F,9:00a-9:50a,HSS,2152,Silva, Gabriel                     
BENG 140A,999243,DI,A02,M,11:00a-11:50a,HSS,2152,Silva, Gabriel                     
BENG 140A,,LE,B00,TuTh,8:00a-9:20a,WLH,2113,Gough, David A.                    
BENG 140A,999245,DI,B01,M,1:00p-1:50p,YORK,4050A,Gough, David A.                    
BENG 140A,999246,DI,B02,M,4:00p-4:50p,YORK,4050A,Gough, David A.                    
BENG 147B,999247,LE,A00,Tu,11:00a-11:50a,PFBH,226,Wheeler, Bruce Christopher         
BENG 147B,,LA,A01,Tu,12:00p-12:50p,PFBH,108,Wheeler, Bruce Christopher         
BENG 148B,999249,LE,A00,Tu,1:00p-1:50p,PFBH,226,Wheeler, Bruce Christopher         
BENG 148B,,LA,A01,Tu,2:00p-2:50p,PFBH,108,Wheeler, Bruce Christopher         
BENG 149B,999251,LE,A00,F,2:00p-2:50p,PFBH,226,Wheeler, Bruce Christopher         
BENG 149B,,LA,A01,F,3:00p-6:50p,PFBH,108,Wheeler, Bruce Christopher         
BENG 152,,LE,A00,M,10:00a-10:50a,HSS,1305,Wheeler, Bruce Christopher         
BENG 152,,DI,A01,F,5:00p-5:50p,CENTR,218,Wheeler, Bruce Christopher         
BENG 152,999255,LA,A50,W,9:30a-1:30p,PFBH,108,Wheeler, Bruce Christopher         
BENG 152,999419,LA,A51,W,2:00p-6:00p,PFBH,108,,
BENG 161B,999256,LE,A00,TuTh,3:30p-4:50p,TBA,TBA,Metallo, Christian Michael         
BENG 161B,,DI,A01,M,10:00a-10:50a,YORK,4050A,Metallo, Christian Michael         
BENG 161B,,DI,A02,M,11:00a-11:50a,YORK,4050A,Metallo, Christian Michael         
BENG 161B,999259,LE,B00,TuTh,3:30p-4:50p,TBA,TBA,Lewis, Nathan E                    
BENG 161B,,DI,B01,W,11:00a-11:50a,HSS,2152,Lewis, Nathan E                    
BENG 161B,,DI,B02,W,3:00p-3:50p,HSS,2152,Lewis, Nathan E                    
BENG 168,,LE,A00,TuTh,5:00p-6:20p,PFBH,191,Wang, Yingxiao                     
BENG 168,999263,DI,A01,W,9:00a-9:50a,PFBH,161,Wang, Yingxiao                     
BENG 168,999264,DI,A02,F,12:00p-12:50p,PFBH,161,Wang, Yingxiao                     
BENG 169B,999265,LE,A00,M,9:00a-9:50a,PFBH,226,Wheeler, Bruce Christopher         
BENG 169B,,LA,A01,M,10:00a-1:50p,PFBH,108,Wheeler, Bruce Christopher         
BENG 179B,999267,LE,A00,M,3:00p-3:50p,PFBH,226,Wheeler, Bruce Christopher         
BENG 179B,,LA,A01,M,4:00p-4:50p,PFBH,108,Wheeler, Bruce Christopher         
BENG 181,,LE,A00,MW,6:30p-7:50p,CENTR,109,Pevzner, Pavel Arkadjevich         
BENG 181,998485,DI,A01,F,4:00p-4:50p,PCYNH,106,Pevzner, Pavel Arkadjevich         
BENG 186B,,LE,A00,TuTh,2:00p-3:20p,TBA,TBA,Cauwenberghs, Gert                 
BENG 186B,999270,DI,A01,F,1:00p-1:50p,HSS,1106A,Cauwenberghs, Gert                 
BENG 186B,999271,DI,A02,F,2:00p-2:50p,HSS,1106A,Cauwenberghs, Gert                 
BENG 186B,,LE,B00,TuTh,5:00p-6:20p,TBA,TBA,,
BENG 186B,999273,DI,B01,F,3:00p-3:50p,HSS,1106A,,
BENG 186B,999274,DI,B02,F,4:00p-4:50p,HSS,1106A,,
BENG 187C,999275,LE,A00,M,10:00a-10:50a,TBA,TBA,Wheeler, Bruce Christopher         
BIBC 102,,LE,A00,MWF,4:00p-4:50p,GH,242,Zhao, Yunde                        
BIBC 102,995711,DI,A01,M,5:00p-5:50p,YORK,3000A,Zhao, Yunde                        
BIBC 102,995712,DI,A02,M,6:00p-6:50p,YORK,3000A,Zhao, Yunde                        
BIBC 102,995713,DI,A03,M,7:00p-7:50p,YORK,3000A,Zhao, Yunde                        
BIBC 102,995714,DI,A04,M,8:00p-8:50p,YORK,3000A,Zhao, Yunde                        
BIBC 102,995715,DI,A05,M,9:00p-9:50p,YORK,3000A,Zhao, Yunde                        
BIBC 102,995716,DI,A06,F,5:00p-5:50p,YORK,4080A,Zhao, Yunde                        
BIBC 102,995717,DI,A07,F,6:00p-6:50p,YORK,4080A,Zhao, Yunde                        
BIBC 102,,LE,B00,MWF,3:00p-3:50p,GH,242,Feng, Gen-Sheng                    
BIBC 102,995719,DI,B01,M,5:00p-5:50p,HSS,2150,Feng, Gen-Sheng                    
BIBC 102,995720,DI,B02,M,6:00p-6:50p,HSS,2150,Feng, Gen-Sheng                    
BIBC 102,995721,DI,B03,M,7:00p-7:50p,HSS,2150,Feng, Gen-Sheng                    
BIBC 102,995722,DI,B04,M,8:00p-8:50p,HSS,2150,Feng, Gen-Sheng                    
BIBC 102,995723,DI,B05,F,5:00p-5:50p,HSS,2321,Feng, Gen-Sheng                    
BIBC 102,995724,DI,B06,F,6:00p-6:50p,HSS,2321,Feng, Gen-Sheng                    
BIBC 102,995725,DI,B07,F,7:00p-7:50p,HSS,2321,Feng, Gen-Sheng                    
BIBC 103,,LE,A00,MWF,9:00a-9:50a,MANDE,B-210,Coleman, Aaron B.                  
BIBC 103,995727,LA,A01,WF,10:00a-1:50p,YORK,3306,Coleman, Aaron B.                  
BIBC 103,995728,LA,A02,WF,10:00a-1:50p,YORK,3406,Coleman, Aaron B.                  
BIBC 103,995729,LA,A03,WF,2:30p-6:20p,YORK,3306,Coleman, Aaron B.                  
BIBC 103,995730,LA,A04,WF,2:30p-6:20p,YORK,3406,Coleman, Aaron B.                  
BIBC 103,,LE,B00,TuTh,8:00a-9:20a,CENTR,214,Burg, Michael                      
BIBC 103,998197,LA,B01,TuTh,9:30a-1:20p,YORK,3306,Burg, Michael                      
BIBC 103,998198,LA,B02,TuTh,9:30a-1:20p,YORK,3406,Burg, Michael                      
BIBC 103,998199,LA,B03,TuTh,2:30p-6:20p,YORK,3306,Burg, Michael                      
BIBC 103,998200,LA,B04,TuTh,2:30p-6:20p,YORK,3406,Burg, Michael                      
BICD 100,,LE,A00,TuTh,3:30p-4:50p,MANDE,B-150,Yelon, Deborah                     
BICD 100,995738,DI,A01,W,12:00p-12:50p,HSS,1305,Yelon, Deborah                     
BICD 100,995739,DI,A02,F,2:00p-2:50p,HSS,2152,Yelon, Deborah                     
BICD 100,,LE,B00,TuTh,8:00a-9:20a,PETER,110,Troemel, Emily Ruth                
BICD 100,995741,DI,B01,W,4:00p-4:50p,MANDE,B-104,Troemel, Emily Ruth                
BICD 100,995742,DI,B02,W,5:00p-5:50p,MANDE,B-104,Troemel, Emily Ruth                
BICD 100,995743,DI,B03,W,6:00p-6:50p,MANDE,B-104,Troemel, Emily Ruth                
BICD 100,995744,DI,B04,Th,7:00p-7:50p,HSS,1128A,Troemel, Emily Ruth                
BICD 100,995745,DI,B05,Th,8:00p-8:50p,HSS,1128A,Troemel, Emily Ruth                
BICD 100,995746,DI,B06,F,12:00p-12:50p,TM102,1,Troemel, Emily Ruth                
BICD 100,995747,DI,B07,F,1:00p-1:50p,TM102,1,Troemel, Emily Ruth                
BICD 100,995748,DI,B08,F,2:00p-2:50p,TM102,1,Troemel, Emily Ruth                
BICD 100,995749,DI,B09,F,3:00p-3:50p,TM102,1,Troemel, Emily Ruth                
BICD 100,995750,DI,B10,F,4:00p-4:50p,TM102,1,Troemel, Emily Ruth                
BICD 100,,LE,C00,MWF,3:00p-3:50p,PETER,110,Bozinovic, Goran                   
BICD 100,995752,DI,C01,M,9:00a-9:50a,HSS,2150,Bozinovic, Goran                   
BICD 100,995753,DI,C02,M,10:00a-10:50a,HSS,2150,Bozinovic, Goran                   
BICD 100,995754,DI,C03,M,11:00a-11:50a,HSS,2150,Bozinovic, Goran                   
BICD 100,995755,DI,C04,M,12:00p-12:50p,HSS,2150,Bozinovic, Goran                   
BICD 100,995756,DI,C05,M,1:00p-1:50p,HSS,2150,Bozinovic, Goran                   
BICD 100,995757,DI,C06,F,9:00a-9:50a,WLH,2115,Bozinovic, Goran                   
BICD 100,995758,DI,C07,F,10:00a-10:50a,WLH,2115,Bozinovic, Goran                   
BICD 100,995759,DI,C08,F,11:00a-11:50a,WLH,2115,Bozinovic, Goran                   
BICD 100,995760,DI,C09,F,12:00p-12:50p,WLH,2115,Bozinovic, Goran                   
BICD 100,995761,DI,C10,F,1:00p-1:50p,WLH,2115,Bozinovic, Goran                   
BICD 102,,LE,A00,MW,5:00p-6:20p,MANDE,B-150,Lo, Stanley Malvin Ming-Hi         
BICD 102,995763,DI,A01,F,2:00p-2:50p,CENTR,201,Lo, Stanley Malvin Ming-Hi         
BICD 102,995764,DI,A02,F,1:00p-1:50p,CENTR,201,Lo, Stanley Malvin Ming-Hi         
BICD 110,,LE,A00,TuTh,2:00p-3:20p,CENTR,101,Villa Rodriguez, Elizabeth         
BICD 110,995766,DI,A01,W,4:00p-4:50p,TM102,1,Villa Rodriguez, Elizabeth         
BICD 110,995767,DI,A02,W,5:00p-5:50p,TM102,1,Villa Rodriguez, Elizabeth         
BICD 110,995768,DI,A03,W,6:00p-6:50p,TM102,1,Villa Rodriguez, Elizabeth         
BICD 110,995769,DI,A04,W,7:00p-7:50p,TM102,1,Villa Rodriguez, Elizabeth         
BICD 110,995770,DI,A05,F,1:00p-1:50p,CENTR,217B,Villa Rodriguez, Elizabeth         
BICD 110,995771,DI,A06,F,2:00p-2:50p,CENTR,217B,Villa Rodriguez, Elizabeth         
BICD 110,995772,DI,A07,F,3:00p-3:50p,CENTR,217B,Villa Rodriguez, Elizabeth         
BICD 110,995773,DI,A08,F,4:00p-4:50p,CENTR,217B,Villa Rodriguez, Elizabeth         
BICD 136,,LE,A00,TuTh,5:00p-6:20p,SOLIS,107,Gustafson-Brown, Cindy             
BICD 136,995775,DI,A01,W,9:00a-9:50a,WLH,2114,Gustafson-Brown, Cindy             
BICD 136,995776,DI,A02,W,10:00a-10:50a,WLH,2114,Gustafson-Brown, Cindy             
BICD 136,995777,DI,A03,W,2:00p-2:50p,MANDE,B-104,Gustafson-Brown, Cindy             
BICD 136,995778,DI,A04,W,3:00p-3:50p,MANDE,B-104,Gustafson-Brown, Cindy             
BICD 136,995779,DI,A05,Th,2:00p-2:50p,YORK,3000A,Gustafson-Brown, Cindy             
BICD 136,995780,DI,A06,Th,3:00p-3:50p,YORK,3000A,Gustafson-Brown, Cindy             
BICD 136,995781,DI,A07,W,12:00p-12:50p,WLH,2112,Gustafson-Brown, Cindy             
BICD 145,,LE,A00,MW,12:00p-1:20p,YORK,4406,Murre, Cornelis                    
BICD 145,995783,LA,A01,MW,1:30p-4:20p,YORK,4406,Murre, Cornelis                    
BIEB 102,,LE,A00,TuTh,9:30a-10:50a,TATA,3201,Shurin, Jonathan                   
BIEB 102,995785,DI,A01,W,7:00p-7:50p,YORK,3000A,Shurin, Jonathan                   
BIEB 102,995786,DI,A02,W,8:00p-8:50p,YORK,3000A,Shurin, Jonathan                   
BIEB 102,995787,DI,A03,W,4:00p-4:50p,WLH,2114,Shurin, Jonathan                   
BIEB 102,995788,DI,A04,W,5:00p-5:50p,WLH,2114,Shurin, Jonathan                   
BIEB 102,995789,DI,A05,F,12:00p-12:50p,HSS,2321,Shurin, Jonathan                   
BIEB 102,995790,DI,A06,F,1:00p-1:50p,HSS,2321,Shurin, Jonathan                   
BIEB 123,,LE,A00,TuTh,11:30a-12:50p,YORK,4406,Stockwell, Sarah R                 
BIEB 123,995792,LA,A01,TuTh,1:00p-4:50p,YORK,4406,Stockwell, Sarah R                 
BIEB 128,,LE,A00,MWF,10:00a-10:50a,CSB,2,Holway, David A.                   
BIEB 128,995794,DI,A01,M,3:00p-3:50p,WLH,2114,Holway, David A.                   
BIEB 128,995795,DI,A02,M,4:00p-4:50p,WLH,2114,Holway, David A.                   
BIEB 128,995796,DI,A03,M,5:00p-5:50p,WLH,2114,Holway, David A.                   
BIEB 130,,LE,A00,TuTh,12:30p-1:50p,TATA,3201,Kurle, Carolyn M.                  
